,Unnamed: 0,Unnamed: 0.1,location,timestamp,tweet,tiny_tweet,tokens,stems
4151,4151,4151,"[,]",2020-05-07 21:59:04+00:00,Aumente todos los kg que había logrado bajar antes de la cuarentena.. esto de ser flaca no se me dará más nunca al parecer 😂,Aumente todos logrado bajar antes cuarentena esto flaca nunca parecer,"['aumente', 'todos', 'logrado', 'bajar', 'antes', 'cuarentena', 'esto', 'flaca', 'nunca', 'parecer']","['aument', 'tod', 'logr', 'baj', 'antes', 'cuarenten', 'esto', 'flac', 'nunc', 'parec']"
4161,4161,4161,"[,]",2020-05-07 21:59:29+00:00,"No niego ni afirmo estar viendo Las Estrellas en Volver. Qué sé yo, culpa de la cuarentena. (?",niego afirmo estar viendo Estrellas Volver culpa cuarentena,"['niego', 'afirmo', 'estar', 'viendo', 'estrellas', 'volver', 'culpa', 'cuarentena']","['nieg', 'afirm', 'estar', 'viend', 'estrell', 'volv', 'culp', 'cuarenten']"
4319,4319,4319,"[,]",2020-05-07 22:05:04+00:00,@IvanMartore98 Yo apenas arranqué la cuarentena dije listo no fumo más y acá estoyyyy sin tocar un puchito👏🏻,apenas arranqu cuarentena dije listo fumo estoyyyy tocar puchito,"['apenas', 'arranqu', 'cuarentena', 'dije', 'listo', 'fumo', 'estoyyyy', 'tocar', 'puchito']","['apen', 'arranqu', 'cuarenten', 'dij', 'list', 'fum', 'estoyyyy', 'toc', 'puchit']"
4382,4382,4382,"[,]",2020-05-07 22:07:35+00:00,¿Trajes tri capa por un virus que no resiste agua y jabon Rexona?.  El mundo definitivamente enloquecio.,Trajes capa virus resiste agua jabon Rexona mundo definitivamente enloquecio,"['trajes', 'capa', 'virus', 'resiste', 'agua', 'jabon', 'rexona', 'mundo', 'definitivamente', 'enloquecio']","['traj', 'cap', 'virus', 'res', 'agu', 'jabon', 'rexon', 'mund', 'definit', 'enloqueci']"
4476,4476,4476,"[,]",2020-05-07 22:11:40+00:00,@segregustavo Esto es un desastre es virus muy malo😩😩😩😩,Esto desastre virus malo,"['esto', 'desastre', 'virus', 'malo']","['esto', 'desastr', 'virus', 'mal']"
4510,4510,4510,"[,]",2020-05-07 22:12:44+00:00,@InfoViajera 2 meses faltan y vamos a seguir en cuarentena. No entiendo a quien se le ocurre algo asi.,meses faltan vamos seguir cuarentena entiendo quien ocurre algo,"['meses', 'faltan', 'vamos', 'seguir', 'cuarentena', 'entiendo', 'quien', 'ocurre', 'algo']","['mes', 'falt', 'vam', 'segu', 'cuarenten', 'entiend', 'qui', 'ocurr', 'algo']"
4571,4571,4571,"[,]",2020-05-07 22:14:45+00:00,@realjuanruocco @pabwass Moraleja: Hay que mantener una llama de distancia durante la cuarentena (?),Moraleja mantener llama distancia durante cuarentena,"['moraleja', 'mantener', 'llama', 'distancia', 'durante', 'cuarentena']","['moralej', 'manten', 'llam', 'distanci', 'durant', 'cuarenten']"
4575,4575,4575,"[,]",2020-05-07 22:14:55+00:00,Esta cuarentena me está haciendo escuchar reggeton a las 19hs en mi casa Jajajaja,Esta cuarentena haciendo escuchar reggeton casa Jajajaja,"['esta', 'cuarentena', 'haciendo', 'escuchar', 'reggeton', 'casa', 'jajajaja']","['esta', 'cuarenten', 'hac', 'escuch', 'reggeton', 'cas', 'jajajaj']"
4581,4581,4581,"[,]",2020-05-07 22:15:06+00:00,"@juanoflyer Welcome back Juanelo, la cuarentena real termino hace como dos semanas 😬",Welcome back Juanelo cuarentena real termino hace como semanas,"['welcome', 'back', 'juanelo', 'cuarentena', 'real', 'termino', 'hace', 'como', 'semanas']","['welcom', 'back', 'juanel', 'cuarenten', 'real', 'termin', 'hac', 'com', 'seman']"
4588,4588,4588,"[,]",2020-05-07 22:15:20+00:00,"en mi casa les vale verga la cuarentena,hasta viene la novia de mi primo q ni juno ok.",casa vale verga cuarentena hasta viene novia primo juno,"['casa', 'vale', 'verga', 'cuarentena', 'hasta', 'viene', 'novia', 'primo', 'juno']","['cas', 'val', 'verg', 'cuarenten', 'hast', 'vien', 'novi', 'prim', 'jun']"
4613,4613,4613,"[,]",2020-05-07 22:16:19+00:00,"Este virus del orto tenía que aparecer justo el año que me quería ir a vivir solo lpm  Ah y también me había enamorado,cagas todo",Este virus orto aparecer justo quer vivir solo tambi enamorado cagas todo,"['este', 'virus', 'orto', 'aparecer', 'justo', 'quer', 'vivir', 'solo', 'tambi', 'enamorado', 'cagas', 'todo']","['este', 'virus', 'orto', 'aparec', 'just', 'quer', 'viv', 'sol', 'tambi', 'enamor', 'cag', 'tod']"
4622,4622,4622,"[,]",2020-05-07 22:16:34+00:00,Pero si por estos hijos de puta estamos con el virus,Pero estos hijos puta estamos virus,"['pero', 'estos', 'hijos', 'puta', 'estamos', 'virus']","['per', 'estos', 'hij', 'put', 'estam', 'virus']"
4667,4667,4667,"[,]",2020-05-07 22:18:47+00:00,"todo el día mirando disney y en un rato van a pasar la película de hannah montana, el mejor día de cuarentena sin dudas dea",todo mirando disney rato pasar cula hannah montana mejor cuarentena dudas,"['todo', 'mirando', 'disney', 'rato', 'pasar', 'cula', 'hannah', 'montana', 'mejor', 'cuarentena', 'dudas']","['tod', 'mir', 'disney', 'rat', 'pas', 'cul', 'hannah', 'montan', 'mejor', 'cuarenten', 'dud']"
4798,4798,4798,"[,]",2020-05-07 22:23:28+00:00,"Un tontín me quiere escrachar porque ""rompí"" la cuarentena por caminar con una matera. Que cierre el orto.",tont quiere escrachar porque romp cuarentena caminar matera cierre orto,"['tont', 'quiere', 'escrachar', 'porque', 'romp', 'cuarentena', 'caminar', 'matera', 'cierre', 'orto']","['tont', 'quier', 'escrach', 'porqu', 'romp', 'cuarenten', 'camin', 'mater', 'cierr', 'orto']"
4855,4855,4855,"[,]",2020-05-07 22:25:50+00:00,@GustavoRomero10 Viste...yo también vi lo mismo. Es el mismo devoto antes de la cuarentena.,Viste tambi mismo mismo devoto antes cuarentena,"['viste', 'tambi', 'mismo', 'mismo', 'devoto', 'antes', 'cuarentena']","['vist', 'tambi', 'mism', 'mism', 'devot', 'antes', 'cuarenten']"
4897,4897,4897,"[,]",2020-05-07 22:27:16+00:00,"Tranqui la cuarentena, la gente anda como si nada, ¿Podemos terminar de engañarnos ya?",Tranqui cuarentena gente anda como nada Podemos terminar enga arnos,"['tranqui', 'cuarentena', 'gente', 'anda', 'como', 'nada', 'podemos', 'terminar', 'enga', 'arnos']","['tranqui', 'cuarenten', 'gent', 'anda', 'com', 'nad', 'pod', 'termin', 'enga', 'arnos']"
4966,4966,4966,"[,]",2020-05-07 22:29:16+00:00,"Me compre unas birras porque juernes, que no se pierdan las bolitas costumbres por la cuarentena",compre unas birras porque juernes pierdan bolitas costumbres cuarentena,"['compre', 'unas', 'birras', 'porque', 'juernes', 'pierdan', 'bolitas', 'costumbres', 'cuarentena']","['compr', 'unas', 'birr', 'porqu', 'juern', 'pierd', 'bolit', 'costumbr', 'cuarenten']"
5029,5029,5029,"[,]",2020-05-07 22:31:18+00:00,@kikinho7612345 Negro tengo tinturas de colores pero ko quería cagarme de nuevo el pelo   Tal vez en un mes más de cuarentena ajaj,Negro tengo tinturas colores pero quer cagarme nuevo pelo cuarentena ajaj,"['negro', 'tengo', 'tinturas', 'colores', 'pero', 'quer', 'cagarme', 'nuevo', 'pelo', 'cuarentena', 'ajaj']","['negr', 'teng', 'tintur', 'color', 'per', 'quer', 'cag', 'nuev', 'pel', 'cuarenten', 'ajaj']"
5096,5096,5096,"[,]",2020-05-07 22:33:28+00:00,"Hoy ro me despertó con dos big mac, lo mejor que me pasó en la cuarentena 😆🐷",despert mejor cuarentena,"['despert', 'mejor', 'cuarentena']","['despert', 'mejor', 'cuarenten']"
5097,5097,5097,"[,]",2020-05-07 22:33:29+00:00,"Cumplí mi fantasía de hacerlo con un policía, y en cuarentena, bueno chao 🙆",Cumpl fantas hacerlo polic cuarentena bueno chao,"['cumpl', 'fantas', 'hacerlo', 'polic', 'cuarentena', 'bueno', 'chao']","['cumpl', 'fant', 'hac', 'polic', 'cuarenten', 'buen', 'cha']"
5191,5191,5191,"[,]",2020-05-07 22:36:30+00:00,una página compartió una foto mía diciendo que yo rompí la cuarentena(?si fuera verdad aunque sea,gina comparti foto diciendo romp cuarentena fuera verdad aunque,"['gina', 'comparti', 'foto', 'diciendo', 'romp', 'cuarentena', 'fuera', 'verdad', 'aunque']","['gin', 'comparti', 'fot', 'dic', 'romp', 'cuarenten', 'fuer', 'verd', 'aunqu']"
5237,5237,5237,"[,]",2020-05-07 22:37:57+00:00,"@Athosgrana @lanusmunicipio Yo me tengo que quedar adentro... Entre que digo ""Pavón"" y que fui a Kamote, doble cuarentena para mí",tengo quedar adentro Entre digo Kamote doble cuarentena para,"['tengo', 'quedar', 'adentro', 'entre', 'digo', 'kamote', 'doble', 'cuarentena', 'para']","['teng', 'qued', 'adentr', 'entre', 'dig', 'kamot', 'dobl', 'cuarenten', 'par']"
5242,5242,5242,"[,]",2020-05-07 22:38:24+00:00,@BernstGraciela @LucilaLehmann A vos Gra! #NoMeVanACallar  Le tengo más miedo al fascismo chavista que al corona virus. 💪,#NoMeVanACallar tengo miedo fascismo chavista corona virus,"['#nomevanacallar', 'tengo', 'miedo', 'fascismo', 'chavista', 'corona', 'virus']","['#nomevanacall', 'teng', 'mied', 'fascism', 'chavist', 'coron', 'virus']"
5286,5286,5286,"[,]",2020-05-07 22:41:00+00:00,"Entras a ig y están Todos los estúpidos juntos subiendo ""esta persona rompió la cuarentena""",Entras Todos pidos juntos subiendo esta persona rompi cuarentena,"['entras', 'todos', 'pidos', 'juntos', 'subiendo', 'esta', 'persona', 'rompi', 'cuarentena']","['entras', 'tod', 'pid', 'junt', 'sub', 'esta', 'person', 'rompi', 'cuarenten']"
5291,5291,5291,"[,]",2020-05-07 22:41:08+00:00,nosotros luego d la cuarentena @LuisMata_20 💘💘💘💘,nosotros luego cuarentena,"['nosotros', 'luego', 'cuarentena']","['nosotr', 'lueg', 'cuarenten']"
5372,5372,5372,"[,]",2020-05-07 22:43:56+00:00,La cuarentena me volvió más feo 🤨,cuarentena volvi,"['cuarentena', 'volvi']","['cuarenten', 'volvi']"
5391,5391,5391,"[,]",2020-05-07 22:44:55+00:00,Si rompes la cuarentena no lo publiques así no andas bancando que te rompan las pelotas,rompes cuarentena publiques andas bancando rompan pelotas,"['rompes', 'cuarentena', 'publiques', 'andas', 'bancando', 'rompan', 'pelotas']","['romp', 'cuarenten', 'publiqu', 'andas', 'banc', 'romp', 'pelot']"
5452,5452,5452,"[,]",2020-05-07 22:47:03+00:00,"Por si andaba aburrida, y con tiempo en cuarentena RE QUE NO me anote en un curso, sos veces por semana USTEDES BIEN?",andaba aburrida tiempo cuarentena anote curso veces semana USTEDES BIEN,"['andaba', 'aburrida', 'tiempo', 'cuarentena', 'anote', 'curso', 'veces', 'semana', 'ustedes', 'bien']","['andab', 'aburr', 'tiemp', 'cuarenten', 'anot', 'curs', 'vec', 'seman', 'usted', 'bien']"
5577,5577,5577,"[,]",2020-05-07 22:51:07+00:00,@AbrahamMateo @LericaMusic @belindapop Y si bailamos #Flamenkito en esta cuarentena..?👀,bailamos #Flamenkito esta cuarentena,"['bailamos', '#flamenkito', 'esta', 'cuarentena']","['bail', '#flamenkit', 'esta', 'cuarenten']"
5588,5588,5588,"[,]",2020-05-07 22:51:23+00:00,No hay ninguna forma de que yo llegue al final de esta cuarentena. Ni vivo ni cuerdo,ninguna forma llegue final esta cuarentena vivo cuerdo,"['ninguna', 'forma', 'llegue', 'final', 'esta', 'cuarentena', 'vivo', 'cuerdo']","['ningun', 'form', 'lleg', 'final', 'esta', 'cuarenten', 'viv', 'cuerd']"
5943,5943,5943,"[,]",2020-05-07 23:03:14+00:00,@Cololezcano prefiero el corona,prefiero corona,"['prefiero', 'corona']","['prefier', 'coron']"
6054,6054,6054,"[,]",2020-05-07 23:06:09+00:00,Enserio la gente pide que se flexibilice la cuarentena para salidas recreativas? Es enserio?,Enserio gente pide flexibilice cuarentena para salidas recreativas enserio,"['enserio', 'gente', 'pide', 'flexibilice', 'cuarentena', 'para', 'salidas', 'recreativas', 'enserio']","['enseri', 'gent', 'pid', 'flexibilic', 'cuarenten', 'par', 'sal', 'recreat', 'enseri']"
6149,6149,6149,"[,]",2020-05-07 23:08:46+00:00,"Hoy me despertaron y lo primero que me dijeron fue vaga de mierda Y SI, ES CUARENTENA",despertaron primero dijeron vaga mierda CUARENTENA,"['despertaron', 'primero', 'dijeron', 'vaga', 'mierda', 'cuarentena']","['despert', 'primer', 'dijeron', 'vag', 'mierd', 'cuarenten']"
6216,6216,6216,"[,]",2020-05-07 23:10:44+00:00,"@lloragintonic Obviamente, vivimos de recuerdos, es del sábado ante cuarentena 😷",Obviamente vivimos recuerdos bado ante cuarentena,"['obviamente', 'vivimos', 'recuerdos', 'bado', 'ante', 'cuarentena']","['obvi', 'viv', 'recuerd', 'bad', 'ante', 'cuarenten']"
6325,6325,6325,"[,]",2020-05-07 23:14:10+00:00,"Chicos ya fue el chiste de ""esta persona rompió la cuarentena""🤣",Chicos chiste esta persona rompi cuarentena,"['chicos', 'chiste', 'esta', 'persona', 'rompi', 'cuarentena']","['chic', 'chist', 'esta', 'person', 'rompi', 'cuarenten']"
6478,6478,6478,"[,]",2020-05-07 23:17:46+00:00,@victorfyt @ciprianamath Teléfono para Mercedes Morán.  Mirá a tus kumpas violando la cuarentena?,fono para Mercedes kumpas violando cuarentena,"['fono', 'para', 'mercedes', 'kumpas', 'violando', 'cuarentena']","['fon', 'par', 'merced', 'kump', 'viol', 'cuarenten']"
6505,6505,6505,"[,]",2020-05-07 23:18:29+00:00,Justo tengo pérdida de agua en el comedor en plena cuarentena,Justo tengo rdida agua comedor plena cuarentena,"['justo', 'tengo', 'rdida', 'agua', 'comedor', 'plena', 'cuarentena']","['just', 'teng', 'rdid', 'agu', 'comedor', 'plen', 'cuarenten']"
6510,6510,6510,"[,]",2020-05-07 23:18:36+00:00,son los Caro Aguirre bajándose de la cuarentena,Caro Aguirre ndose cuarentena,"['caro', 'aguirre', 'ndose', 'cuarentena']","['car', 'aguirr', 'ndos', 'cuarenten']"
6606,6606,6606,"[,]",2020-05-07 23:21:25+00:00,@Aylengaunaa El que piense lo contrario lo espero después de la cuarentena en el anfi,piense contrario espero despu cuarentena anfi,"['piense', 'contrario', 'espero', 'despu', 'cuarentena', 'anfi']","['piens', 'contrari', 'esper', 'despu', 'cuarenten', 'anfi']"
6610,6610,6610,"[,]",2020-05-07 23:21:27+00:00,Hola @CableFibertel se cortó el cable e internet. Media pila q estamos en cuarentena lpm,Hola cort cable internet Media pila estamos cuarentena,"['hola', 'cort', 'cable', 'internet', 'media', 'pila', 'estamos', 'cuarentena']","['hol', 'cort', 'cabl', 'internet', 'medi', 'pil', 'estam', 'cuarenten']"
6646,6646,6646,"[,]",2020-05-07 23:22:21+00:00,"Me la pase morfando y escabiando toda la cuarentena, despues no quiero estar gorda JAJAAJAJAJAJ",pase morfando escabiando toda cuarentena despues quiero estar gorda JAJAAJAJAJAJ,"['pase', 'morfando', 'escabiando', 'toda', 'cuarentena', 'despues', 'quiero', 'estar', 'gorda', 'jajaajajajaj']","['pas', 'morf', 'escabi', 'tod', 'cuarenten', 'despu', 'quier', 'estar', 'gord', 'jajaajajajaj']"
6689,6689,6689,"[,]",2020-05-07 23:23:17+00:00,"No hay solución , quiero volver a mí país la puta madre me tienen cansada .  Corona de mierda .",soluci quiero volver puta madre tienen cansada Corona mierda,"['soluci', 'quiero', 'volver', 'puta', 'madre', 'tienen', 'cansada', 'corona', 'mierda']","['soluci', 'quier', 'volv', 'put', 'madr', 'tien', 'cans', 'coron', 'mierd']"
6725,6725,6725,"[,]",2020-05-07 23:24:09+00:00,@Dr_JClark Ta ocupada me esta haciendo una faja arrechisima para cuando termine la cuarentena,ocupada esta haciendo faja arrechisima para cuando termine cuarentena,"['ocupada', 'esta', 'haciendo', 'faja', 'arrechisima', 'para', 'cuando', 'termine', 'cuarentena']","['ocup', 'esta', 'hac', 'faj', 'arrechisim', 'par', 'cuand', 'termin', 'cuarenten']"
6946,6946,6946,"[,]",2020-05-07 23:30:45+00:00,Lo bueno de esta cuarentena creo yo que estamos más sociables con nuestros padres jajaja o al menos yo,bueno esta cuarentena creo estamos sociables nuestros padres jajaja menos,"['bueno', 'esta', 'cuarentena', 'creo', 'estamos', 'sociables', 'nuestros', 'padres', 'jajaja', 'menos']","['buen', 'esta', 'cuarenten', 'cre', 'estam', 'sociabl', 'nuestr', 'padr', 'jajaj', 'men']"
6955,6955,6955,"[,]",2020-05-07 23:31:01+00:00,Ya se a que jugar en lo de lean cuando se termine la cuarentena jajaja,jugar lean cuando termine cuarentena jajaja,"['jugar', 'lean', 'cuando', 'termine', 'cuarentena', 'jajaja']","['jug', 'lean', 'cuand', 'termin', 'cuarenten', 'jajaj']"
6963,6963,6963,"[,]",2020-05-07 23:31:14+00:00,"@Dr_JClark Chamo te cuento que a mi negra le llego el celo hoy, pero no le consigo novio, me frustro y mas ahora con esto de la cuarentena",Chamo cuento negra llego celo pero consigo novio frustro ahora esto cuarentena,"['chamo', 'cuento', 'negra', 'llego', 'celo', 'pero', 'consigo', 'novio', 'frustro', 'ahora', 'esto', 'cuarentena']","['cham', 'cuent', 'negr', 'lleg', 'cel', 'per', 'consig', 'novi', 'frustr', 'ahor', 'esto', 'cuarenten']"
6967,6967,6967,"[,]",2020-05-07 23:31:18+00:00,En cuarentena y ver esto..... Gracias dios....... pidiendo ayuda en sus gobiernos pikete piKete jajsja,cuarentena esto Gracias dios pidiendo ayuda gobiernos pikete piKete jajsja,"['cuarentena', 'esto', 'gracias', 'dios', 'pidiendo', 'ayuda', 'gobiernos', 'pikete', 'pikete', 'jajsja']","['cuarenten', 'esto', 'graci', 'dios', 'pid', 'ayud', 'gobi', 'piket', 'piket', 'jajsj']"
7055,7055,7055,"[,]",2020-05-07 23:33:51+00:00,La cuarentena me hizo darme cuenta de muchas cosas.,cuarentena hizo darme cuenta muchas cosas,"['cuarentena', 'hizo', 'darme', 'cuenta', 'muchas', 'cosas']","['cuarenten', 'hiz', 'darm', 'cuent', 'much', 'cos']"
7162,7162,7162,"[,]",2020-05-07 23:36:54+00:00,Pf estoy teniendo un mal humor hoy (que conste que es raro en mi) la cuarentena me está afectando ya,estoy teniendo humor conste raro cuarentena afectando,"['estoy', 'teniendo', 'humor', 'conste', 'raro', 'cuarentena', 'afectando']","['estoy', 'ten', 'humor', 'const', 'rar', 'cuarenten', 'afect']"
7163,7163,7163,"[,]",2020-05-07 23:36:54+00:00,Otra vez los medios jodiendo con abrir la cuarentena y tirando noticias como primicias que todavía no están definidas. Quieren muerte?,Otra medios jodiendo abrir cuarentena tirando noticias como primicias todav definidas Quieren muerte,"['otra', 'medios', 'jodiendo', 'abrir', 'cuarentena', 'tirando', 'noticias', 'como', 'primicias', 'todav', 'definidas', 'quieren', 'muerte']","['otra', 'medi', 'jod', 'abrir', 'cuarenten', 'tir', 'notici', 'com', 'primici', 'todav', 'defin', 'quier', 'muert']"
7176,7176,7176,"[,]",2020-05-07 23:37:09+00:00,Dicen que rompi la cuarentena un desconocido. No es verdad gente.,Dicen rompi cuarentena desconocido verdad gente,"['dicen', 'rompi', 'cuarentena', 'desconocido', 'verdad', 'gente']","['dic', 'rompi', 'cuarenten', 'desconoc', 'verd', 'gent']"
7203,7203,7203,"[,]",2020-05-07 23:38:17+00:00,Un desconocido dijo que rompi la cuarentena. No es verdad gente.,desconocido dijo rompi cuarentena verdad gente,"['desconocido', 'dijo', 'rompi', 'cuarentena', 'verdad', 'gente']","['desconoc', 'dij', 'rompi', 'cuarenten', 'verd', 'gent']"
7241,7241,7241,"[,]",2020-05-07 23:40:20+00:00,Hacer clases de gym con bar es de las mejores cosas que me paso en la cuarentena,Hacer clases mejores cosas paso cuarentena,"['hacer', 'clases', 'mejores', 'cosas', 'paso', 'cuarentena']","['hac', 'clas', 'mejor', 'cos', 'pas', 'cuarenten']"
7286,7286,7286,"[,]",2020-05-07 23:41:31+00:00,"@todonoticias Dejen de mirarse el ombligo, se piensan que son el centro del país. En el interior la cuarentena se respeta. Punto.",Dejen mirarse ombligo piensan centro interior cuarentena respeta Punto,"['dejen', 'mirarse', 'ombligo', 'piensan', 'centro', 'interior', 'cuarentena', 'respeta', 'punto']","['dej', 'mir', 'omblig', 'piens', 'centr', 'interior', 'cuarenten', 'respet', 'punt']"
7289,7289,7289,"[,]",2020-05-07 23:41:38+00:00,"@AcaIriaMiNombre Pero señor, la cuarentena!!",Pero cuarentena,"['pero', 'cuarentena']","['per', 'cuarenten']"
7314,7314,7314,"[,]",2020-05-07 23:42:35+00:00,El repartidor del virus.,repartidor virus,"['repartidor', 'virus']","['repartidor', 'virus']"
7364,7364,7364,"[,]",2020-05-07 23:44:06+00:00,No veo la hora de terminar la cuarentena y que el virus este del orto se haya muerto.,hora terminar cuarentena virus este orto haya muerto,"['hora', 'terminar', 'cuarentena', 'virus', 'este', 'orto', 'haya', 'muerto']","['hor', 'termin', 'cuarenten', 'virus', 'este', 'orto', 'hay', 'muert']"
